REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Montana,2019,21,0.822529,59,31,7173
States,Nebraska,2019,21,1.43474,113,42,7876
States,Nevada,2019,21,1.08431,98,27,9038
States,New Hampshire,2019,21,0.51458,12,15,2332
States,New Jersey,2019,21,2.19909,695,36,31604
States,New Mexico,2019,21,1.11085,190,43,17104
States,New York,2019,21,0.898427,517,129,57545
States,North Carolina,2019,21,0.718312,734,145,102184
States,North Dakota,2019,21,1.97568,65,10,3290
States,Ohio,2019,21,0.670647,82,38,12227
States,Oklahoma,2019,21,1.21014,63,13,5206
States,Oregon,2019,21,0.894641,309,69,34539
States,Pennsylvania,2019,21,0.898087,437,106,48659
States,Rhode Island,2019,21,0.257732,11,23,4268
States,South Carolina,2019,21,1.30885,186,24,14211
States,South Dakota,2019,21,0.708676,111,30,15663
States,Tennessee,2019,21,0.615764,30,47,4872
States,Texas,2019,21,2.91262,507,65,17407
States,Utah,2019,21,2.01746,379,50,18786
States,Vermont,2019,21,0.982511,50,12,5089
States,Virginia,2019,21,1.52942,1444,135,94415
States,Washington,2019,21,0.507731,22,12,4333
States,West Virginia,2019,21,0.56688,47,25,8291
States,Wisconsin,2019,21,1.16016,241,37,20773
States,Wyoming,2019,21,0.123102,3,12,2437
States,Puerto Rico,2019,21,7.25953,160,4,2204
States,Virgin Islands,2019,21,1.59204,16,4,1005
States,New York City,2019,21,1.77912,1581,35,88864
States,Alabama,2019,22,1.37628,549,76,39890
States,Alaska,2019,22,3.74735,159,16,4243
States,Arizona,2019,22,2.41008,327,46,13568
States,Arkansas,2019,22,0.884173,10,6,1131
States,California,2019,22,1.68956,620,80,36696
States,Colorado,2019,22,2.12878,769,71,36124
States,Connecticut,2019,22,0.511073,6,9,1174
States,Delaware,2019,22,0,0,5,1066
States,District of Columbia,2019,22,1.6144,192,5,11893
States,Florida,2019,22,1.076,143,54,13290
States,Georgia,2019,22,1.74555,1348,91,77225
States,Hawaii,2019,22,2.35721,26,17,1103
States,Idaho,2019,22,0.286123,2,3,699
States,Illinois,2019,22,0.917311,281,77,30633
States,Indiana,2019,22,1.58215,39,17,2465
States,Iowa,2019,22,0.512511,17,15,3317
States,Kansas,2019,22,0.740542,83,21,11208
States,Kentucky,2019,22,0.503247,31,17,6160
States,Louisiana,2019,22,2.33239,1155,95,49520
States,Maine,2019,22,0.957515,119,34,12428
States,Maryland,2019,22,0.920398,37,13,4020
States,Massachusetts,2019,22,1.34337,439,33,32679
States,Michigan,2019,22,0.69211,140,77,20228
States,Minnesota,2019,22,2.14601,102,21,4753
States,Mississippi,2019,22,1.93183,314,47,16254
States,Missouri,2019,22,0.252525,4,14,1584
States,Montana,2019,22,0.676841,51,32,7535
States,Nebraska,2019,22,1.36808,105,41,7675
States,Nevada,2019,22,0.910332,80,28,8788
States,New Hampshire,2019,22,0.449691,8,15,1779
States,New Jersey,2019,22,2.28107,746,43,32704
States,New Mexico,2019,22,1.11503,174,41,15605
States,New York,2019,22,0.918154,513,129,55873
States,North Carolina,2019,22,0.706442,707,144,100079
States,North Dakota,2019,22,1.09403,37,10,3382
States,Ohio,2019,22,0.680706,64,31,9402
States,Oklahoma,2019,22,0.663885,35,13,5272
States,Oregon,2019,22,0.933567,319,69,34170
States,Pennsylvania,2019,22,0.952553,474,109,49761
States,Rhode Island,2019,22,0.172961,6,23,3469
States,South Carolina,2019,22,1.25315,184,24,14683
States,South Dakota,2019,22,0,0,0,0
States,Tennessee,2019,22,1.01135,49,49,4845
States,Texas,2019,22,2.23086,442,98,19813
States,Utah,2019,22,2.43707,426,50,17480
States,Vermont,2019,22,0.987167,50,12,5065
States,Virginia,2019,22,1.45398,1407,138,96769
States,Washington,2019,22,0.597558,23,9,3849
States,West Virginia,2019,22,0.522061,31,19,5938
States,Wisconsin,2019,22,1.20862,245,37,20271
States,Wyoming,2019,22,0.144439,3,13,2077
States,Puerto Rico,2019,22,6.61398,159,5,2404
States,Virgin Islands,2019,22,0,0,3,962
States,New York City,2019,22,1.73971,1520,34,87371
States,Alabama,2019,23,1.18038,472,78,39987
States,Alaska,2019,23,0.643724,26,16,4039
States,Arizona,2019,23,1.96553,268,45,13635
States,Arkansas,2019,23,1.59949,25,7,1563
States,California,2019,23,1.53268,579,76,37777
States,Colorado,2019,23,2.141,864,71,40355
States,Connecticut,2019,23,0,0,5,408
States,Delaware,2019,23,0,0,5,1318
States,District of Columbia,2019,23,1.71763,232,5,13507
States,Florida,2019,23,0.736503,103,54,13985
States,Georgia,2019,23,1.39988,1090,92,77864
States,Hawaii,2019,23,2.38474,30,16,1258
States,Idaho,2019,23,0.274725,1,2,364
States,Illinois,2019,23,0.811217,243,75,29955
States,Indiana,2019,23,1.0058,26,17,2585
States,Iowa,2019,23,0.318748,11,12,3451
States,Kansas,2019,23,0.802846,88,20,10961
States,Kentucky,2019,23,0.342522,21,16,6131
States,Louisiana,2019,23,2.08541,1006,94,48240
States,Maine,2019,23,0.843117,107,34,12691
States,Maryland,2019,23,0.742909,33,15,4442
States,Massachusetts,2019,23,1.00537,466,43,46351
States,Michigan,2019,23,0.625625,144,78,23017
States,Minnesota,2019,23,1.77247,98,21,5529
States,Mississippi,2019,23,1.40854,224,48,15903
States,Missouri,2019,23,0.343249,6,14,1748
States,Montana,2019,23,0.751001,45,26,5992
States,Nebraska,2019,23,1.09319,82,40,7501
States,Nevada,2019,23,1.00892,95,28,9416
States,New Hampshire,2019,23,0.932256,15,13,1609
States,New Jersey,2019,23,1.99016,623,42,31304
States,New Mexico,2019,23,0.907921,134,42,14759
States,New York,2019,23,0.789753,447,125,56600
States,North Carolina,2019,23,0.624581,587,140,93983
States,North Dakota,2019,23,1.40274,45,11,3208
States,Ohio,2019,23,0.774239,88,33,11366
States,Oklahoma,2019,23,0.495634,21,13,4237
States,Oregon,2019,23,0.736127,260,69,35320
States,Pennsylvania,2019,23,0.79739,391,123,49035
States,Rhode Island,2019,23,0.0529101,2,22,3780
States,South Carolina,2019,23,1.076,143,24,13290
States,South Dakota,2019,23,0.66717,106,30,15888
States,Tennessee,2019,23,0.656325,33,46,5028
States,Texas,2019,23,2.20845,474,95,21463
States,Utah,2019,23,2.11268,369,50,17466
States,Vermont,2019,23,0.907835,46,12,5067
States,Virginia,2019,23,1.38815,1199,125,86374
States,Washington,2019,23,0.543607,23,19,4231
States,West Virginia,2019,23,0.314347,25,19,7953
States,Wisconsin,2019,23,1.03784,209,38,20138
States,Wyoming,2019,23,0,0,12,2160
States,Puerto Rico,2019,23,4.9513,122,5,2464
States,Virgin Islands,2019,23,0.213904,2,3,935
States,New York City,2019,23,1.74756,1684,71,96363
States,Alabama,2019,24,1.01858,386,76,37896
States,Alaska,2019,24,1.04608,42,16,4015
States,Arizona,2019,24,1.2532,132,21,10533
States,Arkansas,2019,24,1.15942,20,8,1725
States,California,2019,24,1.44924,570,73,39331
States,Colorado,2019,24,1.75254,701,71,39999
States,Connecticut,2019,24,0,0,5,439
States,Delaware,2019,24,0.0762195,1,5,1312
States,District of Columbia,2019,24,1.41348,186,5,13159
States,Florida,2019,24,0.547459,71,53,12969
States,Georgia,2019,24,1.33225,954,91,71608
States,Hawaii,2019,24,1.57593,22,16,1396
States,Idaho,2019,24,0,0,1,256
States,Illinois,2019,24,0.715432,272,78,38019
States,Indiana,2019,24,1.12156,31,17,2764
States,Iowa,2019,24,0.353453,13,13,3678
States,Kansas,2019,24,0.808703,84,19,10387
States,Kentucky,2019,24,0.359771,22,15,6115
States,Louisiana,2019,24,1.79426,401,51,22349
States,Maine,2019,24,0.704935,91,34,12909
States,Maryland,2019,24,0.370209,17,15,4592
States,Massachusetts,2019,24,0.858033,394,45,45919
States,Michigan,2019,24,0.579868,128,76,22074
States,Minnesota,2019,24,1.19336,69,20,5782
States,Mississippi,2019,24,1.56415,207,44,13234
States,Missouri,2019,24,0,0,14,1718
States,Montana,2019,24,0.645876,35,25,5419
States,Nebraska,2019,24,1.09668,87,41,7933
States,Nevada,2019,24,0.933738,83,27,8889
States,New Hampshire,2019,24,0.436954,7,13,1602
States,New Jersey,2019,24,2.03344,653,42,32113
States,New Mexico,2019,24,0.821718,135,42,16429
States,New York,2019,24,0.668978,384,123,57401
States,North Carolina,2019,24,0.567935,536,140,94377
States,North Dakota,2019,24,0.363526,12,10,3301
States,Ohio,2019,24,0.668003,60,27,8982
States,Oklahoma,2019,24,0.873447,45,12,5152
States,Oregon,2019,24,0.684507,243,69,35500
States,Pennsylvania,2019,24,0.684961,321,124,46864
States,Rhode Island,2019,24,0.0273373,1,22,3658
States,South Carolina,2019,24,1.02362,140,24,13677
States,South Dakota,2019,24,0.394452,62,29,15718
States,Tennessee,2019,24,0.600912,29,48,4826
States,Texas,2019,24,2.25626,461,90,20432
States,Utah,2019,24,1.69391,315,50,18596
States,Vermont,2019,24,0.989899,49,12,4950
States,Virginia,2019,24,1.22663,1089,131,88780
States,Washington,2019,24,0.342827,13,9,3792
States,West Virginia,2019,24,0.487329,30,17,6156
States,Wisconsin,2019,24,1.00753,198,38,19652
States,Wyoming,2019,24,0.0878735,2,12,2276
States,Puerto Rico,2019,24,5.98513,161,6,2690
States,Virgin Islands,2019,24,0,0,2,654
States,New York City,2019,24,1.71755,1653,72,96242
States,Alabama,2019,25,1.00722,364,76,36139
States,Alaska,2019,25,1.38345,53,16,3831
States,Arizona,2019,25,1.21283,124,20,10224
States,Arkansas,2019,25,0.626959,10,7,1595
States,California,2019,25,1.24964,474,76,37931
States,Colorado,2019,25,1.49057,589,71,39515
States,Connecticut,2019,25,0,0,5,378
States,Delaware,2019,25,0,0,5,1185
States,District of Columbia,2019,25,4.60551,122,2,2649
States,Florida,2019,25,0.473037,60,52,12684
States,Georgia,2019,25,1.09551,816,93,74486
States,Hawaii,2019,25,2.14621,32,16,1491
States,Idaho,2019,25,0,0,1,230
States,Illinois,2019,25,0.573178,219,78,38208
States,Indiana,2019,25,0.816933,22,18,2693
States,Iowa,2019,25,0.196024,7,13,3571
States,Kansas,2019,25,0.640404,66,18,10306
States,Kentucky,2019,25,0.500081,31,15,6199
States,Louisiana,2019,25,1.78408,857,93,48036
States,Maine,2019,25,0.612893,81,35,13216
States,Maryland,2019,25,0.0256082,1,13,3905
States,Massachusetts,2019,25,0.825837,381,44,46135
States,Michigan,2019,25,0.42592,84,71,19722
States,Minnesota,2019,25,1.45038,76,21,5240
States,Mississippi,2019,25,1.18351,176,45,14871
States,Missouri,2019,25,0.0596659,1,14,1676
States,Montana,2019,25,0.418702,24,25,5732
States,Nebraska,2019,25,1.02929,84,42,8161
States,Nevada,2019,25,0.70726,64,28,9049
States,New Hampshire,2019,25,0.769231,12,13,1560
States,New Jersey,2019,25,1.78061,573,42,32180
States,New Mexico,2019,25,0.665227,114,44,17137
States,New York,2019,25,0.729279,411,123,56357
States,North Carolina,2019,25,0.529776,506,139,95512
States,North Dakota,2019,25,0.761267,25,11,3284
States,Ohio,2019,25,0.626871,67,30,10688
States,Oklahoma,2019,25,0.555257,31,14,5583
States,Oregon,2019,25,0.702583,238,70,33875
States,Pennsylvania,2019,25,0.690427,327,121,47362
States,Rhode Island,2019,25,0.107383,4,23,3725
States,South Carolina,2019,25,0.763925,103,23,13483
States,South Dakota,2019,25,0.431063,66,30,15311
States,Tennessee,2019,25,0.286596,13,43,4536
States,Texas,2019,25,1.99168,407,96,20435
States,Utah,2019,25,1.53606,276,50,17968
States,Vermont,2019,25,0.823293,41,12,4980
States,Virginia,2019,25,1.1616,1020,127,87810
States,Washington,2019,25,0.260213,10,9,3843
States,West Virginia,2019,25,0.594091,37,16,6228
States,Wisconsin,2019,25,0.88601,171,37,19300
States,Wyoming,2019,25,0.0935016,2,12,2139
States,Puerto Rico,2019,25,5.87195,166,6,2827
States,Virgin Islands,2019,25,0.105708,1,3,946
States,New York City,2019,25,1.41694,1239,34,87442
States,Alabama,2019,26,0.807947,292,74,36141
States,Alaska,2019,26,1.30249,58,16,4453
States,Arizona,2019,26,1.18854,124,21,10433
States,Arkansas,2019,26,0.590319,10,7,1694
States,California,2019,26,1.22439,465,74,37978
States,Colorado,2019,26,1.36976,543,70,39642
States,Connecticut,2019,26,0,0,4,177
States,Delaware,2019,26,0,0,5,1214
States,District of Columbia,2019,26,1.32539,178,5,13430
States,Florida,2019,26,0.580431,77,55,13266
States,Georgia,2019,26,1.07287,789,91,73541
States,Hawaii,2019,26,1.49679,21,16,1403
States,Idaho,2019,26,0,0,1,237
States,Illinois,2019,26,0.758469,238,75,31379
States,Indiana,2019,26,1.05171,24,16,2282
States,Iowa,2019,26,0.309358,12,13,3879
States,Kansas,2019,26,0.556996,58,18,10413
States,Kentucky,2019,26,0.44226,27,15,6105
States,Louisiana,2019,26,1.8721,858,92,45831
States,Maine,2019,26,0.562701,84,46,14928
States,Maryland,2019,26,0.198413,8,13,4032
States,Massachusetts,2019,26,0.839302,382,44,45514
States,Michigan,2019,26,0.551767,89,69,16130
States,Minnesota,2019,26,1.24451,68,21,5464
States,Mississippi,2019,26,1.11187,162,43,14570
States,Missouri,2019,26,0.132538,2,13,1509
States,Montana,2019,26,0.364773,21,24,5757
States,Nebraska,2019,26,0.89608,72,42,8035
States,Nevada,2019,26,0.733831,59,24,8040
States,New Hampshire,2019,26,0.691824,11,13,1590
States,New Jersey,2019,26,1.78454,572,38,32053
States,New Mexico,2019,26,0.428147,62,38,14481
States,New York,2019,26,0.692452,420,124,60654
States,North Carolina,2019,26,0.461055,442,138,95867
States,North Dakota,2019,26,0.33043,11,11,3329
States,Ohio,2019,26,0.448766,48,31,10696
States,Oklahoma,2019,26,0.322841,16,10,4956
States,Oregon,2019,26,0.576515,193,69,33477
States,Pennsylvania,2019,26,0.580165,266,101,45849
States,Rhode Island,2019,26,0.150376,5,21,3325
States,South Carolina,2019,26,0.771952,96,23,12436
States,South Dakota,2019,26,0.443234,70,30,15793
States,Tennessee,2019,26,0.236052,11,42,4660
States,Texas,2019,26,1.93911,300,56,15471
States,Utah,2019,26,1.55616,284,50,18250
States,Vermont,2019,26,0.510304,26,12,5095
States,Virginia,2019,26,1.03451,851,120,82261
States,Washington,2019,26,0.182959,7,19,3826
States,West Virginia,2019,26,0.592718,35,16,5905
States,Wisconsin,2019,26,0.775114,151,36,19481
States,Wyoming,2019,26,0.0409836,1,13,2440
States,Puerto Rico,2019,26,4.29426,122,6,2841
States,Virgin Islands,2019,26,0.433839,4,3,922
States,New York City,2019,26,1.44688,1261,36,87153
States,Alabama,2019,27,0.694119,237,72,34144
States,Alaska,2019,27,1.57871,70,16,4434
States,Arizona,2019,27,0.840231,67,20,7974
States,Arkansas,2019,27,0.615385,8,7,1300
States,California,2019,27,1.00449,329,76,32753
States,Colorado,2019,27,1.08482,354,67,32632
States,Connecticut,2019,27,0,0,5,245
States,Delaware,2019,27,0,0,5,1091
States,District of Columbia,2019,27,1.1238,121,5,10767
States,Florida,2019,27,0.49955,61,54,12211
States,Georgia,2019,27,1.012,700,87,69170
States,Hawaii,2019,27,1.33038,18,16,1353
States,Idaho,2019,27,0,0,1,238
States,Illinois,2019,27,0.665734,195,73,29291
States,Indiana,2019,27,1.28996,23,17,1783
States,Iowa,2019,27,0.251414,8,13,3182
States,Kansas,2019,27,0.422107,43,19,10187
States,Kentucky,2019,27,0.87439,52,16,5947
States,Louisiana,2019,27,1.69738,595,73,35054
States,Maine,2019,27,0.604772,91,46,15047
States,Maryland,2019,27,0.157418,4,13,2541
States,Massachusetts,2019,27,0.774005,308,44,39793
States,Michigan,2019,27,0.35934,66,72,18367
States,Minnesota,2019,27,1.26701,54,21,4262
States,Mississippi,2019,27,1.0119,148,46,14626
States,Missouri,2019,27,0,0,14,1479
States,Montana,2019,27,0.504686,28,25,5548
States,Nebraska,2019,27,1.00604,75,40,7455
States,Nevada,2019,27,0.53041,45,26,8484
States,New Hampshire,2019,27,0.458716,5,13,1090
States,New Jersey,2019,27,1.79779,569,42,31650
States,New Mexico,2019,27,0.575841,88,41,15282
States,New York,2019,27,0.677309,395,124,58319
States,North Carolina,2019,27,0.418272,381,138,91089
States,North Dakota,2019,27,0.442087,15,11,3393
States,Ohio,2019,27,0.593771,53,31,8926
States,Oklahoma,2019,27,0.424056,22,14,5188
States,Oregon,2019,27,0.560123,186,70,33207
States,Pennsylvania,2019,27,0.487336,223,122,45759
States,Rhode Island,2019,27,0.0307598,1,23,3251
States,South Carolina,2019,27,0.730099,93,21,12738
States,South Dakota,2019,27,0.360427,49,30,13595
States,Tennessee,2019,27,0.35016,12,40,3427
States,Texas,2019,27,1.80349,328,94,18187
States,Utah,2019,27,1.58535,258,50,16274
States,Vermont,2019,27,0.65803,32,11,4863
States,Virginia,2019,27,0.92717,780,128,84127
States,Washington,2019,27,0.539926,19,15,3519
States,West Virginia,2019,27,0.493546,26,17,5268
States,Wisconsin,2019,27,0.872846,155,32,17758
States,Wyoming,2019,27,0.206718,4,13,1935
States,Puerto Rico,2019,27,3.55004,83,5,2338
States,Virgin Islands,2019,27,0.326087,3,3,920
States,New York City,2019,27,1.25791,1069,34,84982
States,Alabama,2019,28,0.717621,272,72,37903
States,Alaska,2019,28,1.37074,64,15,4669
States,Arizona,2019,28,1.1172,106,20,9488
States,Arkansas,2019,28,0.27248,4,6,1468
States,California,2019,28,0.899837,343,76,38118
States,Colorado,2019,28,0.959798,387,70,40321
States,Connecticut,2019,28,0,0,4,250
States,Delaware,2019,28,0,0,5,1363
States,District of Columbia,2019,28,1.15414,149,5,12910
States,Florida,2019,28,0.602188,82,54,13617
States,Georgia,2019,28,0.933218,679,86,72759
States,Hawaii,2019,28,1.27632,20,16,1567
States,Idaho,2019,28,0,0,1,299
States,Illinois,2019,28,0.574171,195,75,33962
States,Indiana,2019,28,0.274402,7,17,2551
States,Iowa,2019,28,0.392054,15,13,3826
States,Kansas,2019,28,0.39212,42,19,10711
States,Kentucky,2019,28,0.255469,16,15,6263
States,Louisiana,2019,28,1.75985,780,89,44322
States,Maine,2019,28,0.558624,89,46,15932
States,Maryland,2019,28,0.147167,6,13,4077
States,Massachusetts,2019,28,0.636237,293,43,46052
States,Michigan,2019,28,0.375556,81,75,21568
States,Minnesota,2019,28,1.04488,61,21,5838
States,Mississippi,2019,28,0.901607,138,46,15306
States,Missouri,2019,28,0.170746,3,14,1757
States,Montana,2019,28,0.552764,33,24,5970
States,Nebraska,2019,28,0.778458,61,40,7836
States,Nevada,2019,28,0.487697,44,27,9022
States,New Hampshire,2019,28,0.411241,6,13,1459
States,New Jersey,2019,28,1.61793,529,38,32696
States,New Mexico,2019,28,0.584795,104,41,17784
States,New York,2019,28,0.606159,374,124,61700
States,North Carolina,2019,28,0.345109,330,136,95622
States,North Dakota,2019,28,0.344234,12,11,3486
States,Ohio,2019,28,0.561632,57,29,10149
States,Oklahoma,2019,28,0.361664,22,14,6083
States,Oregon,2019,28,0.472636,164,70,34699
States,Pennsylvania,2019,28,0.482721,233,121,48268
States,Rhode Island,2019,28,0.0505561,2,23,3956
States,South Carolina,2019,28,0.616,77,22,12500
States,South Dakota,2019,28,0.50396,56,30,11112
States,Tennessee,2019,28,0.492126,25,46,5080
States,Texas,2019,28,1.63544,254,58,15531
States,Utah,2019,28,1.19744,217,50,18122
States,Vermont,2019,28,0.523455,26,11,4967
States,Virginia,2019,28,0.900846,745,121,82700
States,Washington,2019,28,0.353838,13,19,3674
States,West Virginia,2019,28,0.259488,16,15,6166
States,Wisconsin,2019,28,0.704191,144,37,20449
States,Wyoming,2019,28,0.118017,3,13,2542
States,Puerto Rico,2019,28,5.74074,93,5,1620
States,Virgin Islands,2019,28,0.216216,2,3,925
States,New York City,2019,28,1.08653,948,33,87250
States,Alabama,2019,29,0.78857,287,72,36395
States,Alaska,2019,29,1.18993,52,16,4370
States,Arizona,2019,29,0.852156,83,21,9740
States,Arkansas,2019,29,0.658561,13,8,1974
States,California,2019,29,0.911741,344,76,37730
States,Colorado,2019,29,0.99995,399,70,39902
States,Connecticut,2019,29,0,0,4,243
States,Delaware,2019,29,0,0,5,1305
States,District of Columbia,2019,29,1.11538,145,5,13000
States,Florida,2019,29,0.471219,65,53,13794
States,Georgia,2019,29,0.895735,628,91,70110
States,Hawaii,2019,29,0.795756,9,15,1131
States,Idaho,2019,29,0,0,1,271
States,Illinois,2019,29,0.519296,197,77,37936
States,Indiana,2019,29,0.537634,14,18,2604
States,Iowa,2019,29,0.238284,9,13,3777
States,Kansas,2019,29,0.661126,70,19,10588
States,Kentucky,2019,29,0.44739,27,15,6035
States,Louisiana,2019,29,1.63499,739,90,45199
States,Maine,2019,29,0.448547,69,46,15383
States,Maryland,2019,29,0.252845,10,13,3955
States,Massachusetts,2019,29,0.671475,297,42,44231
States,Michigan,2019,29,0.250093,47,67,18793
States,Minnesota,2019,29,0.941258,54,21,5737
States,Mississippi,2019,29,0.891277,136,46,15259
States,Missouri,2019,29,0,0,13,1637
States,Montana,2019,29,0.478878,28,25,5847
States,Nebraska,2019,29,0.981392,77,41,7846
States,Nevada,2019,29,0.572148,50,25,8739
States,New Hampshire,2019,29,0.831793,9,11,1082
States,New Jersey,2019,29,1.43867,466,42,32391
States,New Mexico,2019,29,0.572213,100,41,17476
States,New York,2019,29,0.496888,297,123,59772
States,North Carolina,2019,29,0.318706,303,136,95072
States,North Dakota,2019,29,0.215186,7,10,3253
States,Ohio,2019,29,0.623207,63,28,10109
States,Oklahoma,2019,29,0.380417,23,14,6046
States,Oregon,2019,29,0.369568,128,70,34635
States,Pennsylvania,2019,29,0.441361,215,122,48713
States,Rhode Island,2019,29,0.0506971,2,23,3945
States,South Carolina,2019,29,0.628507,84,23,13365
States,South Dakota,2019,29,0.368135,61,31,16570
States,Tennessee,2019,29,0.408664,20,45,4894
States,Texas,2019,29,1.35155,281,96,20791
States,Utah,2019,29,1.31394,234,50,17809
States,Vermont,2019,29,0.429097,21,11,4894
States,Virginia,2019,29,0.870202,701,122,80556
States,Washington,2019,29,0.265041,10,19,3773
States,West Virginia,2019,29,0.44359,30,16,6763
States,Wisconsin,2019,29,0.830233,154,32,18549
States,Wyoming,2019,29,0,0,13,2456
States,Puerto Rico,2019,29,4.76375,123,7,2582
States,Virgin Islands,2019,29,0.220751,2,3,906
States,New York City,2019,29,1.0915,928,36,85021
States,Alabama,2019,30,0.806363,292,74,36212
States,Alaska,2019,30,1.5708,68,15,4329
States,Arizona,2019,30,0.415242,34,15,8188
States,Arkansas,2019,30,0.626781,11,7,1755
States,California,2019,30,0.898999,345,74,38376
States,Colorado,2019,30,0.84424,338,70,40036
States,Connecticut,2019,30,0,0,4,333
States,Delaware,2019,30,0,0,5,1270
States,District of Columbia,2019,30,0.951294,125,5,13140
States,Florida,2019,30,0.528342,70,50,13249
States,Georgia,2019,30,0.981851,726,95,73942
States,Hawaii,2019,30,1.31926,15,15,1137
States,Idaho,2019,30,0,0,1,107
States,Illinois,2019,30,0.57845,193,76,33365
States,Indiana,2019,30,0.265369,6,17,2261
States,Iowa,2019,30,0.205882,7,12,3400
States,Kansas,2019,30,0.440653,47,19,10666
States,Kentucky,2019,30,0.402212,24,15,5967
States,Louisiana,2019,30,1.64842,697,87,42283
States,Maine,2019,30,0.507233,81,46,15969
States,Maryland,2019,30,0.187617,6,12,3198
States,Massachusetts,2019,30,0.583388,257,42,44053
States,Michigan,2019,30,0.355231,73,71,20550
States,Minnesota,2019,30,1.46925,81,19,5513
States,Mississippi,2019,30,0.94864,128,46,13493
States,Missouri,2019,30,0.0619579,1,14,1614
States,Montana,2019,30,0.409232,25,25,6109
States,Nebraska,2019,30,1.03746,77,40,7422
States,Nevada,2019,30,0.405515,35,26,8631
States,New Hampshire,2019,30,0.0725163,1,13,1379
States,New Jersey,2019,30,1.32749,430,40,32392
States,New Mexico,2019,30,0.565417,86,41,15210
States,New York,2019,30,0.510265,298,124,58401
States,North Carolina,2019,30,0.335793,314,137,93510
States,North Dakota,2019,30,0.3861,13,11,3367
States,Ohio,2019,30,0.538063,54,30,10036
States,Oklahoma,2019,30,0.312256,16,11,5124
States,Oregon,2019,30,0.362663,122,70,33640
States,Pennsylvania,2019,30,0.498987,239,121,47897
States,Rhode Island,2019,30,0,0,22,3616
States,South Carolina,2019,30,0.555991,71,22,12770
States,South Dakota,2019,30,0.316957,54,31,17037
States,Tennessee,2019,30,0.516956,25,44,4836
States,Texas,2019,30,1.58026,317,94,20060
States,Utah,2019,30,1.34406,239,50,17782
States,Vermont,2019,30,0.556128,27,10,4855
States,Virginia,2019,30,0.800792,655,126,81794
States,Washington,2019,30,0.344645,13,19,3772
States,West Virginia,2019,30,0.181269,12,16,6620
States,Wisconsin,2019,30,0.639068,113,37,17682
States,Wyoming,2019,30,0.0412882,1,13,2422
States,Puerto Rico,2019,30,1.85894,34,5,1829
States,Virgin Islands,2019,30,0.162338,1,2,616
States,New York City,2019,30,1.0301,858,31,83293
States,Alabama,2019,31,0.873338,316,74,36183
States,Alaska,2019,31,1.74396,91,17,5218
States,Arizona,2019,31,0.489143,41,16,8382
States,Arkansas,2019,31,0.696864,10,5,1435
States,California,2019,31,0.834614,315,75,37742
States,Colorado,2019,31,0.921023,374,70,40607
States,Connecticut,2019,31,0,0,4,368
States,Delaware,2019,31,0,0,5,1356
States,District of Columbia,2019,31,0.978261,126,5,12880
States,Florida,2019,31,0.514754,71,51,13793
States,Georgia,2019,31,0.973293,703,93,72229
States,Hawaii,2019,31,0.849057,9,14,1060
States,Idaho,2019,31,0,0,1,66
States,Illinois,2019,31,0.566718,187,75,32997
States,Indiana,2019,31,0.424088,10,16,2358
States,Iowa,2019,31,0.408759,14,12,3425
States,Kansas,2019,31,0.45955,48,19,10445
States,Kentucky,2019,31,0.237328,14,15,5899
States,Louisiana,2019,31,1.6433,721,89,43875
States,Maine,2019,31,0.34476,53,46,15373
States,Maryland,2019,31,0.163399,4,11,2448
States,Massachusetts,2019,31,0.578544,256,42,44249
States,Michigan,2019,31,0.313049,57,72,18208
States,Minnesota,2019,31,1.3967,77,19,5513
States,Mississippi,2019,31,0.974763,146,44,14978
States,Missouri,2019,31,0,0,14,1723
States,Montana,2019,31,0.359712,21,25,5838
States,Nebraska,2019,31,0.768945,62,42,8063
States,Nevada,2019,31,0.38866,34,27,8748
States,New Hampshire,2019,31,0.253485,4,13,1578
States,New Jersey,2019,31,1.37332,446,43,32476
States,New Mexico,2019,31,0.508266,91,41,17904
States,New York,2019,31,0.496411,296,124,59628
States,North Carolina,2019,31,0.345089,319,137,92440
States,North Dakota,2019,31,0.938541,31,10,3303
States,Ohio,2019,31,0.428141,44,33,10277
States,Oklahoma,2019,31,0.4329,23,13,5313
States,Oregon,2019,31,0.372279,125,70,33577
States,Pennsylvania,2019,31,0.475029,220,121,46313
States,Rhode Island,2019,31,0.0256082,1,23,3905
States,South Carolina,2019,31,0.635992,81,22,12736
States,South Dakota,2019,31,0.379057,64,31,16884
States,Tennessee,2019,31,0.652442,37,50,5671
States,Texas,2019,31,1.3381,281,94,21000
States,Utah,2019,31,1.08701,207,50,19043
States,Vermont,2019,31,0.766363,37,11,4828
States,Virginia,2019,31,0.786335,633,124,80500
States,Washington,2019,31,0.184648,7,19,3791
States,West Virginia,2019,31,0.319149,21,15,6580
States,Wisconsin,2019,31,0.547726,96,36,17527
States,Wyoming,2019,31,0,0,12,2315
States,Puerto Rico,2019,31,4.24028,84,6,1981
States,Virgin Islands,2019,31,0.176367,1,2,567
States,New York City,2019,31,1.16868,965,30,82572
States,Alabama,2019,32,0.763401,279,72,36547
States,Alaska,2019,32,1.05708,55,17,5203
States,Arizona,2019,32,1.44709,211,43,14581
States,Arkansas,2019,32,0.451722,8,7,1771
States,California,2019,32,0.99623,370,71,37140
